stadiumXmonth,n,n_races,n_hits,mean_implied_p_norm,mean_actual_p,lift,mean_odds,ev_all_buy,wilson_lo,wilson_hi,lift_boot_lo,lift_boot_hi,ev_boot_lo,ev_boot_hi
6|2026-04,120,80,23,0.13389904826201537,0.19166666666666668,1.4314266542926495,5.802499999999999,1.1121458333333334,0.1396238679944794,0.2573063935329172,1.0331385596027722,1.832116931349123,0.8056504853310836,1.4207830844639817
2|2026-03,51,41,9,0.12229712122474504,0.17647058823529413,1.4429660033533798,6.290196078431372,1.1100346020761247,0.10566621749024083,0.27987207376256795,0.749496231388411,2.222216427826909,0.5773644041453468,1.7035117074028743
17|2025-06,94,55,17,0.1252719869940518,0.18085106382978725,1.4436672409321207,6.126595744680852,1.1080013580805796,0.12478480183461012,0.25477506767296315,1.0161336694677183,1.9074257412858782,0.7800018458341795,1.4649522569444442
7|2026-02,197,122,36,0.12816243859276677,0.18274111675126903,1.4258554905616674,6.022335025380711,1.1005282279883533,0.1418532401434485,0.23222522639279627,1.1218017771989597,1.7468054486281475,0.8640948042223683,1.3491373089036025
15|2026-01,110,70,20,0.12869803527648604,0.18181818181818182,1.4127502523840096,6.003636363636363,1.0915702479338842,0.1292118167885841,0.24970072065452079,0.9884097853853092,1.8696341799051641,0.7654700125102881,1.44862214679434
5|2025-06,88,59,16,0.12866637947915074,0.18181818181818182,1.4130978314163558,5.988636363636363,1.0888429752066116,0.12402391443146223,0.2585937529403156,0.9580592455025241,1.850519821841171,0.7390538967667439,1.4242999205777838
20|2025-09,161,97,29,0.12851689687167292,0.18012422360248448,1.401560635115106,6.034161490683229,1.086898653601327,0.1357254632812619,0.23509608724929681,1.049689767362887,1.7522803968774936,0.8160963505795202,1.3586248704060686
19|2025-05,172,103,31,0.1285759142168162,0.18023255813953487,1.401759880436165,6.001744186046513,1.0817097079502436,0.13709501961491377,0.23327412938176384,1.0767448846223677,1.7559579010077506,0.830771635273315,1.355917106500994
5|2025-09,75,55,13,0.12318079297328619,0.17333333333333334,1.407145782629631,6.230666666666666,1.0799822222222222,0.11316431177458085,0.2562500463021145,0.8607406047922337,1.969325914222274,0.6592770320342881,1.5119692554919828
22|2026-04,184,114,34,0.13507021199648445,0.18478260869565216,1.3680485575935988,5.833152173913043,1.0778650756143666,0.14240624669896781,0.2362945789220964,1.0553544268297204,1.6879375893945245,0.8311309092821889,1.3279365223730215
4|2026-03,94,63,16,0.12062376838594478,0.1702127659574468,1.4111046954928346,6.325531914893616,1.0766862833861472,0.11590479790291744,0.24297373392157492,0.9728678801391462,1.9327797990488316,0.7422052460789615,1.4774556476444929
20|2026-03,172,102,32,0.13625431585798328,0.18604651162790697,1.3654357328528344,5.750581395348837,1.069875608436993,0.14223837949037824,0.23957860316090526,1.0592162360887756,1.6611061716914983,0.8316511106855953,1.3037459233001472
22|2025-05,49,28,9,0.13579637050194676,0.1836734693877551,1.352565379390033,5.779591836734695,1.0615576842982093,0.11011674031951929,0.2903343925938782,0.7626750296464224,1.8820628757419955,0.5963789473684209,1.4827408591178317
2|2025-11,37,26,6,0.11752690068114986,0.16216216216216217,1.3797876164718037,6.524324324324324,1.05799853907962,0.08624896509677048,0.2841160311939078,0.6041299520694693,2.144825276583802,0.4591914387633768,1.6593880289471064
6|2025-12,139,86,24,0.12576136140429095,0.17266187050359713,1.372932581005806,6.098561151079137,1.0529889757258941,0.12631459919115617,0.23150868857966517,1.01011300186783,1.764023879933854,0.7748292695947099,1.3549722287857033
20|2025-12,114,71,21,0.13658203620113293,0.18421052631578946,1.348717089299489,5.699122807017544,1.0498384118190214,0.1320552030244481,0.25100752159822376,0.9860548514124294,1.719205198680544,0.7632502874523507,1.3415000527645704
6|2026-01,173,109,30,0.12762831876285846,0.17341040462427745,1.3587141655174901,6.042774566473989,1.0478799826255472,0.13119046309310392,0.22568810898494648,1.04706647259787,1.6881994528831252,0.807077984294042,1.3012799407600255
24|2025-10,236,141,42,0.13310438692551924,0.17796610169491525,1.3370415942376048,5.8635593220338995,1.0435147945992533,0.14073268519324858,0.22249953052933866,1.0843574223110348,1.6245091160452294,0.8460517254099706,1.2652668437897086
7|2025-08,117,72,20,0.1271227885059106,0.17094017094017094,1.3446855040646235,6.079487179487179,1.0392285776901162,0.121294969513969,0.2354599661542534,0.9525799252084015,1.7431169453807407,0.7369072341860007,1.3467981233522308
1|2026-02,122,74,21,0.1281652533676405,0.1721311475409836,1.34304066834111,6.031967213114754,1.0382894383230314,0.12318868434428408,0.23530013833224506,0.971624924075745,1.7317674037685087,0.74886840999524,1.3379215759590672
24|2026-03,194,120,33,0.1284095111018808,0.17010309278350516,1.3246923169775517,6.0505154639175265,1.0292113933467957,0.13034325468181004,0.21893792086436373,1.0354386643174431,1.6276690138798444,0.804250849502925,1.2660233027675096
11|2026-01,139,93,23,0.12380780096256268,0.16546762589928057,1.336487883742601,6.219424460431655,1.02911339992754,0.12011239610353092,0.22359711777214364,0.9402130518407024,1.764153205056307,0.7255882206334331,1.3553854765386755
18|2025-06,190,105,33,0.1314347818126062,0.1736842105263158,1.3214478552104034,5.920526315789474,1.028301939058172,0.13314410448061686,0.2233871204265786,1.0471785315392308,1.5935591948502223,0.8159710920667895,1.2408491141571096
24|2026-01,249,133,44,0.134008827886208,0.17670682730923695,1.3186207960813259,5.812449799196787,1.0270995629102757,0.14048508013462332,0.2198786298153634,1.0695028018037263,1.5667493785881486,0.8311201476139018,1.2205644708827719
16|2025-12,87,59,15,0.13167238273000814,0.1724137931034483,1.3094150005394805,5.934482758620689,1.0231866825208085,0.11595307209129647,0.24863469132637533,0.8063254840853005,1.8665397701320263,0.6294683876160294,1.4543772088597702
6|2025-05,170,106,29,0.12948096136163395,0.17058823529411765,1.3174773611517534,5.993529411764706,1.0224256055363323,0.12838699936292833,0.2231103656896923,0.9935313071734028,1.6676261535834125,0.7737075598032579,1.2912837809979896
5|2025-08,139,90,23,0.12565034781258083,0.16546762589928057,1.3168895174575315,6.1431654676258995,1.0164950054345014,0.12011239610353092,0.22359711777214364,0.9503312823880739,1.6542216441581308,0.7338425278887476,1.278051113572451
23|2025-08,194,104,33,0.1298151802299312,0.17010309278350516,1.310348238797768,5.96340206185567,1.0143931342331811,0.13034325468181004,0.21893792086436373,0.9949499786631246,1.6161213889767803,0.7702357857693819,1.2490492998043172
18|2025-08,273,150,47,0.13342014706427374,0.17216117216117216,1.290368628346927,5.855311355311355,1.0080572662990244,0.13784247617076512,0.2129141399006732,1.0484807967024983,1.5447996033576905,0.8201825096194076,1.2027229289386212
5|2026-02,68,47,11,0.12287611776178785,0.16176470588235295,1.3164861392834362,6.223529411764706,1.0067474048442908,0.10152176543049365,0.24789275353342813,0.7749679181014134,1.9050297895959472,0.5920764622851895,1.4578438123239263
9|2025-05,306,163,53,0.1351858965329236,0.17320261437908496,1.281218076893862,5.809477124183006,1.0062166260839847,0.14052434022028368,0.21160909489005778,1.0496374009943839,1.5125349436755517,0.822923253514709,1.1881316653553056
