stadiumXcourse,n,n_races,n_hits,mean_implied_p_norm,mean_actual_p,lift,mean_odds,ev_all_buy,wilson_lo,wilson_hi,lift_boot_lo,lift_boot_hi,ev_boot_lo,ev_boot_hi
24|5,1,1,0,0.10653964136756357,0.0,0.0,7.0,0.0,0.0,0.7301340512159458,0.0,0.0,0.0,0.0
23|4,12,10,0,0.11348700792106829,0.0,0.0,6.658333333333334,0.0,0.0,0.18398119474747693,0.0,0.0,0.0,0.0
4|4,8,8,0,0.12255187784691066,0.0,0.0,6.225,0.0,0.0,0.25272359742376327,0.0,0.0,0.0,0.0
5|6,1,1,0,0.12652885181719173,0.0,0.0,5.9,0.0,0.0,0.7301340512159458,0.0,0.0,0.0,0.0
6|5,4,3,0,0.11808413520951597,0.0,0.0,6.35,0.0,0.0,0.4034786252027047,0.0,0.0,0.0,0.0
6|6,4,3,0,0.13098919211455,0.0,0.0,5.949999999999999,0.0,0.0,0.4034786252027047,0.0,0.0,0.0,0.0
5|5,1,1,0,0.1555695101759162,0.0,0.0,4.8,0.0,0.0,0.7301340512159458,0.0,0.0,0.0,0.0
7|5,4,4,0,0.10729995794385319,0.0,0.0,6.975,0.0,0.0,0.4034786252027047,0.0,0.0,0.0,0.0
8|4,6,6,0,0.11155115558166508,0.0,0.0,6.783333333333334,0.0,0.0,0.3107839813059142,0.0,0.0,0.0,0.0
7|6,2,2,0,0.13161483314744837,0.0,0.0,6.0,0.0,0.0,0.5749693909936536,0.0,0.0,0.0,0.0
8|6,1,1,0,0.10529182757365985,0.0,0.0,7.1,0.0,0.0,0.7301340512159458,0.0,0.0,0.0,0.0
9|4,5,4,0,0.10848735535441156,0.0,0.0,6.92,0.0,0.0,0.3511165007651012,0.0,0.0,0.0,0.0
